Apply,Ajouter une carte-cadeau
Add Gift Card,Les cartes-cadeaux ne peuvent pas être utilisées pour acheter des produits de cartes-cadeaux
,
Gift Cards cannot be used to purchase Gift Card products,Une carte cadeau de
A gift card from,Remboursement par carte-cadeau à partir de
Gift card refund from,Votre carte cadeau chez
Your gift card at,Envoyer avec succès une carte-cadeau à
Successfully send gift card to,Nous sommes heureux de vous informer que
We are glad to inform that,vous a envoyé une carte-cadeau de
has sent you a Gift Card from,Vous pouvez facilement utiliser la (les) carte (s) cadeau (s) pour acheter d’autres produits à
You can comfortably use the Gift Card(s) to purchase other products at,ou ajoutez-le à votre liste de cartes-cadeaux en cliquant sur
or add it to your Gift Card list by clicking,Imprimer une carte-cadeau
Print Gift Card,Votre code cadeau
Your Gift code,La valeur de votre code cadeau
Your Gift code value,"Si vous avez des questions sur votre carte-cadeau, n'hésitez pas à nous contacter à l'adresse"
"If you have any questions on your Gift card, please feel free to contact us at",ou par téléphone à
or by phone at,Nous regrettons de vous informer que
We regret to inform you that,a demandé un remboursement pour la commande de carte-cadeau à
has requested a refund for the Gift Card order at,"Par conséquent, le code% de la carte-cadeau que vous avez reçu n'est plus valide pour acheter d'autres produits dans notre magasin."
"Hence, the Gift Card %code you received is no longer valid to purchase other products at our store",J'espère que nous aurons d'autres occasions de vous servir à l'avenir
Hopefully we will have other opportunities to serve you in the future,Cet e-mail vous informe que vous avez acheté avec succès des cartes-cadeaux chez
This email is to notify that you have successfully bought Gift Card(s) at,Vous pouvez utiliser les cartes-cadeaux pour acheter d'autres produits.
You can use Gift Card(s) to purchase other products,imprimer maintenant
print now,Votre ami a reçu la carte-cadeau que vous avez envoyée. Vous pouvez continuer à acheter d'autres produits 
Your friend has received the Gift Card you sent. You can continue purchasing other products,Sélectionnez un modèle 
